"ProteinGroup","Gene","Description","KO_1G4_r1","KO_1G4_r2","KO_1G4_r3","KO_1G4_r4","KO_3G4_r1","KO_3G4_r2","KO_3G4_r3","KO_3G4_r4","LTED_r1","LTED_r2","LTED_r3","LTED_r4","WT_r1","WT_r2","WT_r3","WT_r4"
"A0A087WWE7;Q8N0T1","RBIS","Ribosomal biogenesis factor",11275.162109375,10742.0947265625,10721.3251953125,7901.60693359375,11297.765625,10421.615234375,7310.05078125,11302.7890625,10769.837890625,10840.6005859375,10734.4609375,10482.3369140625,17613.669921875,17228.697265625,24374.875,NA
"A0A087WWF1;Q8WWX9","SELENOM","Selenoprotein M",6846.42529296875,5026.123046875,7521.044921875,4292.4248046875,10381.70703125,10731.2041015625,9608.9384765625,6924.72900390625,NA,NA,3536.92456054688,2032.15954589844,NA,733.844604492188,NA,NA
"A0A087WWI0","LRMDA","Leucine-rich melanocyte differentiation-associated protein",7756.60302734375,5697.18017578125,5560.6162109375,NA,9757.486328125,8868.3974609375,7020.6259765625,7227.92333984375,3533.63037109375,NA,NA,2693.24682617188,1749.22839355469,NA,NA,NA
"A0A087WWK8;A0A2R8Y7T6;A0A3B3IRZ4;Q6DN90","IQSEC1","IQ motif and SEC7 domain-containing protein 1",38479.91796875,34105.33203125,31662.3515625,36777.6640625,45750.6953125,45939.3203125,41709.0234375,42444.2265625,31976.240234375,31575.9140625,28834.408203125,29404.6796875,27148.912109375,24214.513671875,29223.640625,NA
"A0A087WWM1","MUC1","Mucin-1",78767.484375,50500.5859375,59338.97265625,3308.859375,30073.435546875,42890.85546875,37544.9453125,27489.076171875,6506.28076171875,7894.89013671875,8322.6484375,8405.13671875,74176.9140625,84780.21875,67957.8203125,NA
"A0A087WWM4;F8WAN9;H0YMB3;Q9P2T1","GMPR2","GMP reductase;GMP reductase;GMP reductase;GMP reductase 2",92135.890625,87301.0078125,92964.734375,91428.0625,104441.65625,113012.953125,103832.65625,97315.5390625,117301.03125,122401.6796875,125776.7421875,129740.046875,127453.0859375,141867.703125,125482.4296875,NA
"A0A087WWP4;A0A499FJY3;Q96T37","RBM15","RNA-binding protein 15",82352.90625,79440.828125,76725.4453125,77822.203125,80875.1640625,80657.6484375,82455.375,84030.234375,90218.828125,73625.0390625,83373.25,88539.2890625,90493.53125,86211.8828125,81202.609375,NA
"A0A087WWP8;Q5VWQ0","RSBN1","Lysine-specific demethylase 9",87635.703125,74001.1328125,82212.53125,81073.4296875,74478.1484375,70188.7109375,75887.71875,71382.671875,60999.91015625,59747.29296875,57730.66796875,64279.3359375,88706.796875,85522.53125,83029.7578125,NA
"A0A087WWS1;Q96FV9","THOC1","THO complex subunit 1",131331.15625,145974.34375,114263.234375,120076.0078125,132064.234375,140321.03125,131342.65625,112411.765625,161408.515625,134130.46875,124473.640625,115282.203125,144575.921875,118704.890625,137789.578125,NA
"A0A087WWU8","TPM3","Tropomyosin alpha-3 chain",18799.15234375,52880.40234375,25023.765625,18277.365234375,21980.11328125,21953.095703125,19774.484375,27103.859375,26927.50390625,18643.833984375,19316.154296875,22216.337890625,19903.208984375,27861.146484375,21982.23046875,NA
"A0A087WWW8;Q9Y6J0","CABIN1","Calcineurin-binding protein cabin-1",4049.57470703125,3777.60717773438,4046.33935546875,3081.1787109375,3640.16674804688,4028.78247070313,3524.6826171875,3560.13818359375,5561.62646484375,4383.390625,3837.52490234375,4958.1435546875,5131.07373046875,5382.0830078125,5318.49169921875,NA
"A0A087WWW9;O95999","BCL10","B-cell lymphoma/leukemia 10",79860.8046875,88673.375,88093.125,86400.46875,64082.7109375,83599.296875,69864.4765625,72312.078125,66913.796875,78323.9453125,84422.859375,78820.015625,75929.6640625,77174.75,82424.796875,NA
"A0A087WWZ0;Q96I34","PPP1R16A","Protein phosphatase 1 regulatory subunit 16A (Fragment);Protein phosphatase 1 regulatory subunit 16A",10381.4482421875,8280.349609375,9613.2666015625,4424.7314453125,8911.021484375,8714.8046875,6116.244140625,8726.576171875,8707.0888671875,7208.68359375,7129.44091796875,6222.37939453125,9548.962890625,6443.15576171875,8852.5869140625,NA
"A0A087WX11;J3KNG8;Q8TF40","FNIP1","Folliculin-interacting protein 1",4196.16650390625,7757.95458984375,5181.8359375,3672.10205078125,2870.36376953125,7321.0322265625,3760.73461914063,6484.54052734375,3060.05932617188,6095.39306640625,4159.03173828125,4519.89404296875,3059.73315429688,4469.93017578125,4742.8818359375,NA
"A0A087WX22","MTHFSD","Methenyltetrahydrofolate synthase domain-containing protein (Fragment)",11607.58984375,6347.08984375,10102.9423828125,12653.4150390625,12149.3212890625,10633.5107421875,14160.8193359375,9196.8955078125,8585.4912109375,10291.7509765625,8298.447265625,10445.462890625,13388.5439453125,7152.7041015625,13655.16015625,NA
"A0A087WX74;B7ZL31;Q9HAZ1","CLK4","Dual-specificity protein kinase CLK4;CLK4 protein;Dual specificity protein kinase CLK4",10985.482421875,8318.7099609375,13207.1884765625,1891.57495117188,11426.138671875,2809.15014648438,NA,9379.119140625,9249.255859375,8503.84375,8530.56640625,6440.5859375,14916.783203125,9393.1162109375,10200.716796875,NA
"A0A087WXB4;C9JHX9;C9JLY3;C9K0M9;Q2TB10","ZNF800","Zinc finger protein 800;Zinc finger protein 800 (Fragment);Zinc finger protein 800 (Fragment);Zinc finger protein 800 (Fragment);Zinc finger protein 800",24125.6796875,20987.94921875,20838.455078125,13886.9912109375,16602.93359375,13091.62890625,11875.5615234375,18155.5859375,21907.798828125,22888.18359375,19669.15234375,24861.25390625,31559.4921875,28444.666015625,27710.98046875,NA
"A0A087WXC5;E7ESZ7;O95299","NDUFA10","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",207004.3125,206808.671875,186679.765625,234855.484375,196047.171875,223335.75,232654.796875,202259.828125,203670.109375,168536.359375,177854.125,191674.015625,212781.5625,230834.875,197031.625,NA
"A0A087WXD1;Q96T83","SLC9A7","Sodium/hydrogen exchanger;Sodium/hydrogen exchanger 7",12401.5,11080.2255859375,9097.1220703125,12289.6298828125,17511.625,16348.923828125,17482.353515625,16570.521484375,9024.73828125,8205.8994140625,9296.73828125,8288.25,3820.20336914063,4998.87353515625,3022.67749023438,NA
"A0A087WXF8;A0A087WXU5;A0A087WYV3;A0A0D9SEW3;Q9NP64","ZCCHC17","Nucleolar protein of 40 kDa",23738.708984375,22804.64453125,20431.91796875,12355.1669921875,22125.275390625,18642.416015625,17338.716796875,20912.498046875,21311.7109375,18065.857421875,18320.759765625,22978.87109375,17322.689453125,18997.88671875,19248.912109375,NA
"A0A087WXI5;P12830","CDH1","Cadherin-1",192560.96875,232372.84375,226967.53125,215058.984375,228595.640625,339965.1875,329288.3125,245020.34375,237646.390625,128211.5390625,135401,143735.21875,109464.3046875,186767.203125,143141,NA
"A0A087WXK5;J3QSS3;Q9BZC7","ABCA2","ATP-binding cassette sub-family A member 2",5430.35693359375,6424.12060546875,6007.609375,503.429931640625,2798.62451171875,3934.34936523438,2672.12377929688,2434.30834960938,2961.02294921875,918.247741699219,1769.76953125,1503.947265625,2143.15112304688,4828.12744140625,3563.6875,NA
"A0A087WXK8;Q9H4H8","FAM83D","Chromosome 20 open reading frame 129;Protein FAM83D",8451.0654296875,10571.41015625,7664.26123046875,4997.7939453125,7563.09521484375,9978.40625,5450.85302734375,8994.380859375,19499.72265625,16292.173828125,14159.77734375,12934.05859375,31487.626953125,28793.26171875,30827.837890625,NA
"A0A087WXL6","VPS11","Vacuolar protein sorting-associated protein 11 homolog",170297.84375,162128.6875,162440.828125,156333.171875,181477.34375,187962.859375,190373.859375,169919.140625,131425.296875,120526.09375,132872.609375,136734.765625,92312.4375,102453.9140625,90415.328125,NA
"A0A087WXM6;A0A0A0MRF8;A0A0A6YYL6;J3KRX5;J3QLC8;J3QQT2;P18621","RPL17;RPL17-C18orf32;RPL17-C18orf32;RPL17;RPL17;RPL17;RPL17","60S ribosomal protein L17 (Fragment);RPL17-C18orf32 readthrough;Protein RPL17-C18orf32;60S ribosomal protein L17 (Fragment);60S ribosomal protein L17;60S ribosomal protein L17 (Fragment);60S ribosomal protein L17",1063944,1070991.375,1031716.9375,1057420.125,883639.5,954962.375,904542.375,831271.1875,1175071.625,1208023.625,1049319.125,962115.5,1421645.125,1187449.75,1434587,1030895.625
"A0A087WXN9;Q765P7","MTSS2","Protein MTSS 2",25655.865234375,20806.044921875,25901.3515625,21953.625,32245.12109375,31161.744140625,29200.830078125,24565.947265625,18189.580078125,12719.755859375,11055.5390625,12342.8388671875,27352.69921875,24876.828125,27117.28125,NA
"A0A087WXS7;O43681","ASNA1","ATPase ASNA1",686086,663915.9375,645449.625,645309.75,689524.625,715648.75,677776.8125,694524.5625,604284.0625,566888.875,639930.9375,642428.75,648495.5625,698407.0625,612808.75,NA
"A0A087WXV6;H7BZQ3;Q96G74","OTUD5","OTU domain-containing protein 5;OTU domain-containing protein 5 (Fragment);OTU domain-containing protein 5",13641.72265625,11652.919921875,11637.052734375,6210.24365234375,10789.283203125,9008.208984375,9350.63671875,10367.3330078125,13080.796875,11322.166015625,10735.0595703125,10389.693359375,24246.076171875,23238.20703125,24020.720703125,NA
"A0A087WY03;E5RFV3","SREK1","Splicing regulatory glutamine/lysine-rich protein 1",36298.703125,35765.328125,33477.80859375,34185.65625,37686.47265625,37112.69140625,42528.26171875,40568.95703125,39324.08203125,27603.623046875,30366.56640625,36514,30928.470703125,33360.45703125,37463.80078125,NA
"A0A087WY48;Q8IY22","CMIP","C-Maf-inducing protein",15387.4775390625,13950.6875,15195.576171875,14493.7578125,9660.091796875,10541.3037109375,12909.3115234375,8088.47314453125,6915.1630859375,12466.966796875,6482.21435546875,7416.58544921875,11477.2158203125,13611.6611328125,13897.74609375,NA
"A0A087WY55;Q9NP79","VTA1","Chromosome 6 open reading frame 55, isoform CRA_b;Vacuolar protein sorting-associated protein VTA1 homolog",456079.71875,470090.875,472621.6875,507621.65625,399418.3125,431957.25,417222.125,417865.5625,343696.15625,379265.40625,344379.75,387924.28125,255511.21875,270249.09375,267476.6875,NA
"A0A087WY58;P51956","NEK3","Serine/threonine-protein kinase Nek3",6517.36865234375,6719.03564453125,5854.6103515625,NA,3684.1826171875,5370.14306640625,NA,5123.912109375,7011.87646484375,4022.849609375,3828.9931640625,4353.44775390625,4432.6357421875,6756.09228515625,7206.34423828125,NA
"A0A087WY61","NUMA1","Nuclear mitotic apparatus protein 1",69428.1640625,63821.5625,77078.1875,84119.0625,79372.4140625,54117.23046875,69636.953125,73638.984375,63501.43359375,96211.4609375,98666.890625,88889.484375,59123.38671875,46173.9453125,50031.33203125,NA
"A0A087WY71;Q96CW1","AP2M1","AP-2 complex subunit mu",462178.8125,490952.09375,471008.0625,492402.03125,459174.4375,459787.5,480694.3125,482113.5,560546.1875,573394.375,538580.75,549984.375,464102.875,521863.3125,467631.96875,NA
"A0A087WY96;A0A087WYN0;C9JPV1;P31641","SLC6A6","Transporter;Transporter;Transporter (Fragment);Sodium- and chloride-dependent taurine transporter",7779.23681640625,8253.5712890625,6036.6123046875,3845.98828125,7580.8740234375,6625.345703125,5751.67041015625,6520.39599609375,9030.998046875,9764.72265625,10440.142578125,6154.2734375,5591.28515625,8679.46875,5922.13623046875,NA
"A0A087WYA1;Q9UKN7","MYO15A","Unconventional myosin-XV",143107.375,148037.9375,169466,181272.546875,160118.984375,155171.8125,168809.234375,170886.84375,111702.6171875,141586.296875,149040.1875,141769.46875,118524.6875,135437.984375,136588.15625,NA
"A0A087WYD6;A0A0G2JLV0;Q03519;X5CMH5","TAP2","Antigen peptide transporter 2",28006.396484375,18460.63671875,33935.75,15301.7978515625,20376.962890625,15732.9072265625,19817.294921875,10378.888671875,NA,51996.30859375,29229.6328125,46963.83203125,19765.693359375,13598.8740234375,6826.14990234375,NA
"A0A087WYE2;Q5T4B2","CERCAM","Inactive glycosyltransferase 25 family member 3",8064.59033203125,9957.76953125,9388.1552734375,7817.74951171875,7196.791015625,9585.85546875,8382.703125,10470.25,13257.587890625,7659.4970703125,7958.025390625,7079.64453125,6723.25927734375,9048.7177734375,8848.2353515625,NA
"A0A087WYF7;Q6UXV4","APOOL","MICOS complex subunit;MICOS complex subunit MIC27",73179.140625,63830.046875,70167.8671875,58174.44921875,58709.765625,47979.73046875,52406.89453125,58565.765625,52435.34765625,30751.484375,36442.375,36686.5546875,18483.189453125,23125.73046875,22090.556640625,NA
"A0A087WYF8;A0A2U3TZH4;Q53GG5","PDLIM3","PDZ and LIM domain protein 3",160.533401489258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11160.7705078125,10491.197265625,2804.94262695313,NA
"A0A087WYG2;E9PFH7;Q9UPT6","MAPK8IP3","C-Jun-amino-terminal kinase-interacting protein 3",306.87255859375,963.900329589844,723.35400390625,NA,534.593139648438,733.90771484375,690.493286132813,686.531433105469,NA,293.982391357422,166.041275024414,NA,NA,NA,NA,NA
"A0A087WYH0;J3KRC8;Q96N06","SPATA33","Spermatogenesis-associated protein 33;Spermatogenesis-associated protein 33 (Fragment);Spermatogenesis-associated protein 33",41968.30859375,31764.12109375,35323.859375,27593.96875,19296.65625,19504.5546875,10414.7509765625,11797.6484375,29167.9296875,27953.28515625,28380.533203125,27575.76953125,26216.11328125,31115.529296875,24863.666015625,NA
"A0A087WYL5;H3BN26;Q6UXD5","SEZ6L2","Seizure 6-like protein 2;Seizure 6-like protein 2 (Fragment);Seizure 6-like protein 2",10748.3623046875,9673.7548828125,10061.7060546875,14186.1201171875,9587.830078125,9221.7646484375,9266.0283203125,8861.8037109375,15362.716796875,11411.7158203125,9674.517578125,15497.833984375,15011.12890625,12139.939453125,12674.7734375,NA
"A0A087WYL7;G3V4A5;O75586","MED6","Mediator of RNA polymerase II transcription subunit 6",19169.47265625,17480.630859375,18755.546875,17282.185546875,14477.7919921875,18700.26953125,16887.998046875,17819.580078125,18592.453125,17907.01171875,17325.107421875,18561.529296875,20823.869140625,18509.48046875,19964.60546875,NA
"A0A087WYN9;Q7Z478","DHX29","ATP-dependent RNA helicase DHX29",45125.97265625,47681.6015625,46352.01953125,41520.19140625,32229.689453125,31696.509765625,31039.595703125,32686.39453125,45890.92578125,46309.328125,42901.79296875,41717.25,77161.9765625,77621.6875,75365.5390625,NA
"A0A087WYP2;Q8IZQ5","SELENOH","Selenoprotein H",2016.50756835938,2320.88842773438,1695.94006347656,2587.77368164063,1269.68127441406,1260.15002441406,29331.248046875,1766.05615234375,2224.39575195313,735.583129882813,2091.5126953125,50135.75,2617.66333007813,3526.390625,2088.73022460938,NA
"A0A087WYS1;E7EUC7;Q16851","UGP2","UTP--glucose-1-phosphate uridylyltransferase",367520.84375,323856,334889.875,332223.90625,325027.125,344941.65625,343876.875,328279.375,302472.9375,286155.75,315679.65625,306376.84375,254074.453125,303717.9375,253927.265625,NA
"A0A087WYU8","RUSC1","RUN and SH3 domain-containing protein 1",7413.3857421875,8542.2548828125,5833.826171875,6283.31640625,7043.8623046875,6310.2451171875,5262.13134765625,7668.3515625,9120.55859375,7954.4755859375,7153.7724609375,4483.978515625,7368.46337890625,8187.9453125,6534.615234375,NA
"A0A087WYV6;A0A087WZU5;O43657","TSPAN6","Tetraspanin-6",26175.39453125,20577.927734375,22621.794921875,18793.98828125,25201.28125,13647.2294921875,20812.314453125,25808.23046875,27106.310546875,26391.4765625,26748.974609375,26818.869140625,31672.220703125,28591.29296875,34398.49609375,NA
"A0A087WYV9;A0A087X1F5","SYNJ2BP-COX16","SYNJ2BP-COX16 readthrough;SYNJ2BP-COX16 readthrough (Fragment)",128698.640625,111964.7421875,126274.8046875,137571.09375,133323.078125,144293.90625,143371.328125,124745.046875,123609.765625,141521.28125,141115.015625,140530.515625,109770.4296875,118114.9765625,114710.8515625,NA
"A0A087WYW1;A0A087X1J5;H7BY14;H7C3J6;Q96NU1","SAMD11","Sterile alpha motif domain-containing protein 11;Sterile alpha motif domain-containing protein 11;Sterile alpha motif domain-containing protein 11 (Fragment);Sterile alpha motif domain-containing protein 11 (Fragment);Sterile alpha motif domain-containing protein 11",7101.1103515625,7313.3896484375,7430.85009765625,1834.56457519531,7395.78955078125,6326.66748046875,2124.90209960938,5382.76611328125,6883.080078125,1690.60083007813,3647.93017578125,4349.53515625,5557.37744140625,6173.85009765625,3950.24853515625,NA
"A0A087WZ13;E9PAU2","RAVER1","Ribonucleoprotein PTB-binding 1",177428.703125,174575.265625,179314.390625,171114.71875,181051.75,186329.46875,179640.859375,187529.09375,184456.15625,177433.53125,181471.359375,185398.296875,185556.921875,201046.375,184879.71875,NA
"A0A087WZ58;O15151;Q5T0Y2","MDM4","Protein Mdm4;Protein Mdm4;Protein Mdm4 (Fragment)",5055.50927734375,4947.3740234375,5553.2080078125,2436.13134765625,3345.86206054688,3601.4931640625,2603.3046875,4761.96875,3946.98828125,1854.36413574219,2233.60864257813,2462.64697265625,4129.55029296875,5911.23779296875,6129.3388671875,NA
"A0A087WZ62;Q9H6U8",";ALG9","Mannosyltransferase;Alpha-1,2-mannosyltransferase ALG9",9393.048828125,8908.19921875,9068.58203125,9740.279296875,8861.8818359375,11303.7373046875,7297.6435546875,11648.3193359375,12842.4580078125,8377.6884765625,10674.1015625,12729.90234375,11237.8681640625,13173.7060546875,9907.0087890625,NA
"A0A087WZB5;Q9HBI1","PARVB","Beta-parvin",3452.69067382813,2076.2236328125,5642.06396484375,5.64417314529419,3257.66943359375,1882.13830566406,1070.74060058594,2843.41552734375,7976.6904296875,6931.33837890625,5463.52294921875,5811.1103515625,10763.3623046875,12872.4462890625,10488.5927734375,NA
"A0A087WZG4;A0A3B3IPE9;A0A590UK10;Q6ZSZ5","ARHGEF18","Rho guanine nucleotide exchange factor 18;Rho guanine nucleotide exchange factor 18;Rho guanine nucleotide exchange factor 18 (Fragment);Rho guanine nucleotide exchange factor 18",3114.10986328125,3186.01684570313,3301.03759765625,2815.75610351563,2210.82861328125,3855.79321289063,2491.2529296875,3090.83422851563,3931.93994140625,3336.08569335938,3499.15966796875,3943.19360351563,3344.76904296875,5153.20068359375,3309.75854492188,NA
"A0A087WZM2;D6RHI9;O00584","RNASET2","Ribonuclease T2;Ribonuclease T2 (Fragment);Ribonuclease T2",23613.423828125,16729.912109375,20660.287109375,13365.322265625,27225.138671875,27099.953125,25639.41015625,24216.380859375,9875.67578125,9677.8173828125,10556.6455078125,10976.46875,18054.716796875,22050.05859375,23440.01953125,NA
"A0A087WZM8;Q8TBM7","TMEM254","Transmembrane protein 254",26022.6640625,22902.306640625,22169.037109375,17366.669921875,32336.38671875,25168.701171875,30896.130859375,27341.96875,17985.72265625,18778.791015625,22266.09765625,21711.595703125,14760.9306640625,10169.072265625,11795.4951171875,NA
"A0A087WZN1;O43837","IDH3B","Isocitrate dehydrogenase [NAD] subunit, mitochondrial;Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial",192329.078125,199782.609375,189478.65625,195455.625,199976.671875,189747.359375,196719.328125,196783.5,174531.9375,162748.265625,175274.71875,171728.46875,178076.421875,185388.4375,181047.484375,NA
